state,county,total_votes,percent
Delaware,Kent County,87025,100
Delaware,New Castle County,287633,100
Delaware,Sussex County,129352,100
District Of Columbia,District Of Columbia,41681,100
District Of Columbia,Ward 2,32881,100
District Of Columbia,Ward 3,44231,100
District Of Columbia,Ward 4,45296,100
District Of Columbia,Ward 5,46107,100
District Of Columbia,Ward 6,62918,100
District Of Columbia,Ward 7,38384,100
District Of Columbia,Ward 8,32858,100
Florida,Alachua County,142604,100
Florida,Baker County,14059,100
Florida,Bay County,93024,100
Florida,Bradford County,13632,100
Florida,Brevard County,360764,100
Florida,Broward County,957672,100
Florida,Calhoun County,6526,100
Florida,Charlotte County,116340,100
Florida,Citrus County,93208,100
Florida,Clay County,124405,100
Florida,Collier County,207818,100
Florida,Columbia County,33042,100
Florida,DeSoto County,12659,100
Florida,Dixie County,8167,100
Florida,Duval County,492820,100
Florida,Escambia County,170372,100
Florida,Flagler County,71716,100
Florida,Franklin County,6849,100
Florida,Gadsden County,23762,100
Florida,Gilchrist County,9685,100
Florida,Glades County,5193,100
Florida,Gulf County,8163,100
Florida,Hamilton County,5830,100
Florida,Hardee County,8485,100
Florida,Hendry County,12940,100
Florida,Hernando County,108922,100
Florida,Highlands County,52170,100
Florida,Hillsborough County,712063,100
Florida,Holmes County,9068,100
Florida,Indian River County,97484,100
Florida,Jackson County,22419,100
Florida,Jefferson County,8451,100
Florida,Lafayette County,3658,100
Florida,Lake County,211314,100
Florida,Lee County,393899,100
Florida,Leon County,162929,100
Florida,Levy County,23145,100
Florida,Liberty County,3561,100
Florida,Madison County,9380,100
Florida,Manatee County,216958,100
Florida,Marion County,204376,100
Florida,Martin County,98726,100
Florida,Miami-Dade County,1156816,100
Florida,Monroe County,48029,100
Florida,Nassau County,58811,100
Florida,Okaloosa County,116373,100
Florida,Okeechobee County,15954,100
Florida,Orange County,647403,100
Florida,Osceola County,172436,100
Florida,Palm Beach County,773158,100
Florida,Pasco County,301970,100
Florida,Pinellas County,559715,100
Florida,Polk County,343256,100
Florida,Putnam County,36373,100
Florida,St. Johns County,176622,100
Florida,St. Lucie County,172169,100
Florida,Santa Rosa County,106928,100
Florida,Sarasota County,270575,100
Florida,Seminole County,260815,100
Florida,Sumter County,92485,100
Florida,Suwannee County,21057,100
Florida,Taylor County,10127,100
Florida,Union County,6245,100
Florida,Volusia County,307439,100
Florida,Wakulla County,18404,100
Florida,Walton County,43711,100
Florida,Washington County,12327,100
Georgia,Appling County,8341,100
Georgia,Atkinson County,3155,100
Georgia,Bacon County,4668,100
Georgia,Baker County,1555,100
Georgia,Baldwin County,18251,100
Georgia,Banks County,8801,100
Georgia,Barrow County,38017,100
Georgia,Bartow County,50467,100
Georgia,Ben Hill County,6560,100
Georgia,Berrien County,7743,100
Georgia,Bibb County,70802,100
Georgia,Bleckley County,5706,100
Georgia,Brantley County,7746,100
Georgia,Brooks County,7100,100
Georgia,Bryan County,21340,100
Georgia,Bulloch County,30084,100
Georgia,Burke County,10684,100
Georgia,Butts County,11789,100
Georgia,Calhoun County,2194,100
Georgia,Camden County,23688,100
Georgia,Candler County,4432,100
Georgia,Carroll County,54474,100
Georgia,Catoosa County,32692,100
Georgia,Charlton County,4566,100
Georgia,Chatham County,133420,100
Georgia,Chattahoochee County,1590,100
Georgia,Chattooga County,10050,100
Georgia,Cherokee County,144830,100
Georgia,Clarke County,51218,100
Georgia,Clay County,1434,100
Georgia,Clayton County,112344,100
Georgia,Clinch County,2864,100
Georgia,Cobb County,393744,100
Georgia,Coffee County,15214,100
Georgia,Colquitt County,16083,100
Georgia,Columbia County,80579,100
Georgia,Cook County,7035,100
Georgia,Coweta County,76799,100
Georgia,Crawford County,6102,100
Georgia,Crisp County,8052,100
Georgia,Dade County,7434,100
Georgia,Dawson County,16081,100
Georgia,Decatur County,11627,100
Georgia,DeKalb County,370675,100
Georgia,Dodge County,8070,100
Georgia,Dooly County,4105,100
Georgia,Dougherty County,35311,100
Georgia,Douglas County,69097,100
Georgia,Early County,5187,100
Georgia,Echols County,1441,100
Georgia,Effingham County,31624,100
Georgia,Elbert County,9171,100
Georgia,Emanuel County,9501,100
Georgia,Evans County,4247,100
Georgia,Fannin County,14850,100
Georgia,Fayette County,71993,100
Georgia,Floyd County,38588,100
Georgia,Forsyth County,129305,100
Georgia,Franklin County,10786,100
Georgia,Fulton County,524659,100
Georgia,Gilmer County,16525,100
Georgia,Glascock County,1566,100
Georgia,Glynn County,41984,100
Georgia,Gordon County,24033,100
Georgia,Grady County,10707,100
Georgia,Greene County,11247,100
Georgia,Gwinnett County,413865,100
Georgia,Habersham County,20432,100
Georgia,Hall County,90523,100
Georgia,Hancock County,4165,100
Georgia,Haralson County,14272,100
Georgia,Harris County,19991,100
Georgia,Hart County,12727,100
Georgia,Heard County,5397,100
Georgia,Henry County,122742,100
Georgia,Houston County,74823,100
Georgia,Irwin County,4168,100
Georgia,Jackson County,37670,100
Georgia,Jasper County,7644,100
Georgia,Jeff Davis County,5771,100
Georgia,Jefferson County,7642,100
Georgia,Jenkins County,3455,100
Georgia,Johnson County,4100,100
Georgia,Jones County,14966,100
Georgia,Lamar County,9039,100
Georgia,Lanier County,3576,100
Georgia,Laurens County,22729,100
Georgia,Lee County,16714,100
Georgia,Liberty County,21389,100
Georgia,Lincoln County,4650,100
Georgia,Long County,5656,100
Georgia,Lowndes County,46355,100
Georgia,Lumpkin County,15531,100
Georgia,McDuffie County,10455,100
Georgia,McIntosh County,6696,100
Georgia,Macon County,4662,100
Georgia,Madison County,14937,100
Georgia,Marion County,3624,100
Georgia,Meriwether County,10877,100
Georgia,Miller County,2835,100
Georgia,Mitchell County,8963,100
Georgia,Monroe County,15592,100
Georgia,Montgomery County,3966,100
Georgia,Morgan County,11707,100
Georgia,Murray County,15389,100
Georgia,Muscogee County,80543,100
Georgia,Newton County,54239,100
Georgia,Oconee County,25168,100
Georgia,Oglethorpe County,8131,100
Georgia,Paulding County,85385,100
Georgia,Peach County,12545,100
Georgia,Pickens County,17116,100
Georgia,Pierce County,9048,100
Georgia,Pike County,10720,100
Georgia,Polk County,17399,100
Georgia,Pulaski County,4059,100
Georgia,Putnam County,11855,100
Georgia,Quitman County,1106,100
Georgia,Rabun County,9568,100
Georgia,Randolph County,3074,100
Georgia,Richmond County,87016,100
Georgia,Rockdale County,44686,100
Georgia,Schley County,2275,100
Georgia,Screven County,6628,100
Georgia,Seminole County,3884,100
Georgia,Spalding County,30116,100
Georgia,Stephens County,11885,100
Georgia,Stewart County,1990,100
Georgia,Sumter County,12150,100
Georgia,Talbot County,3522,100
Georgia,Taliaferro County,928,100
Georgia,Tattnall County,8183,100
Georgia,Taylor County,3839,100
Georgia,Telfair County,4333,100
Georgia,Terrell County,4416,100
Georgia,Thomas County,21853,100
Georgia,Tift County,16283,100
Georgia,Toombs County,10914,100
Georgia,Towns County,7979,100
Georgia,Treutlen County,3077,100
Georgia,Troup County,30059,100
Georgia,Turner County,3792,100
Georgia,Twiggs County,4444,100
Georgia,Union County,15592,100
Georgia,Upson County,12905,100
Georgia,Walker County,29436,100
Georgia,Walton County,50812,100
Georgia,Ware County,14296,100
Georgia,Warren County,2681,100
Georgia,Washington County,9459,100
Georgia,Wayne County,12778,100
Georgia,Webster County,1390,100
Georgia,Wheeler County,2285,100
Georgia,White County,14816,100
Georgia,Whitfield County,36746,100
Georgia,Wilcox County,3281,100
Georgia,Wilkes County,5029,100
Georgia,Wilkinson County,4770,100
Georgia,Worth County,9286,100
Hawaii,Hawaii County,87814,100
Hawaii,Honolulu County,382114,100
Hawaii,Kauai County,33497,100
Hawaii,Maui County,71044,100
Idaho,Ada County,259389,100
Idaho,Adams County,2586,100
Idaho,Bannock County,39553,100
Idaho,Bear Lake County,3315,100
Idaho,Benewah County,4973,100
Idaho,Bingham County,20094,100
Idaho,Blaine County,13306,100
Idaho,Boise County,4820,100
Idaho,Bonner County,27352,100
Idaho,Bonneville County,53995,100
Idaho,Boundary County,6313,100
Idaho,Butte County,1415,100
Idaho,Camas County,754,100
Idaho,Canyon County,90438,100
Idaho,Caribou County,3416,100
Idaho,Cassia County,9629,100
Idaho,Clark County,311,100
Idaho,Clearwater County,4419,100
Idaho,Custer County,2739,100
Idaho,Elmore County,10205,100
Idaho,Franklin County,6664,100
Idaho,Fremont County,6719,100
Idaho,Gem County,9958,100
Idaho,Gooding County,6050,100
Idaho,Idaho County,9602,100
Idaho,Jefferson County,14173,100
Idaho,Jerome County,7812,100
Idaho,Kootenai County,89878,100
Idaho,Latah County,20593,100
Idaho,Lemhi County,4738,100
Idaho,Lewis County,1870,100
Idaho,Lincoln County,1940,100
Idaho,Madison County,17112,100
Idaho,Minidoka County,7993,100
Idaho,Nez Perce County,20967,100
Idaho,Oneida County,2451,100
Idaho,Owyhee County,4742,100
Idaho,Payette County,11293,100
Idaho,Power County,3086,100
Idaho,Shoshone County,6049,100
Idaho,Teton County,6347,100
Idaho,Twin Falls County,36680,100
Idaho,Valley County,7063,100
Idaho,Washington County,5351,100
Illinois,Adams County,32202,95
Illinois,Alexander County,3010,87
Illinois,Bond County,1160,99
Illinois,Boone County,22910,95
Illinois,Brown County,2604,95
Illinois,Bureau County,18093,95
Illinois,Calhoun County,2827,95
Illinois,Carroll County,1062,99
Illinois,Cass County,5603,95
Illinois,Champaign County,101437,94
Illinois,Christian County,16962,95
Illinois,Clark County,8656,95
Illinois,Clay County,6971,95
Illinois,Clinton County,17465,95
Illinois,Coles County,21851,95
Illinois,Cook County,2417649,95
Illinois,Crawford County,9574,95
Illinois,Cumberland County,6100,95
Illinois,DeKalb County,43345,95
Illinois,De Witt County,7552,95
Illinois,Douglas County,8970,95
Illinois,DuPage County,474506,95
Illinois,Edgar County,8656,95
Illinois,Edwards County,3670,92
Illinois,Effingham County,17654,95
Illinois,Fayette County,10033,99
Illinois,Ford County,6997,95
Illinois,Franklin County,20497,91
Illinois,Fulton County,17278,95
Illinois,Gallatin County,2980,90
Illinois,Greene County,6137,95
Illinois,Grundy County,26400,99
Illinois,Hamilton County,4588,94
Illinois,Hancock County,9121,95
Illinois,Hardin County,2514,86
Illinois,Henderson County,3885,94
Illinois,Henry County,24559,95
Illinois,Iroquois County,14348,95
Illinois,Jackson County,27180,84
Illinois,Jasper County,5643,95
Illinois,Jefferson County,18631,94
Illinois,Jersey County,12076,95
Illinois,Jo Daviess County,11314,95
Illinois,Johnson County,6442,99
Illinois,Kane County,220744,99
Illinois,Kankakee County,47156,95
Illinois,Kendall County,59861,95
Illinois,Knox County,25236,92
Illinois,Lake County,334925,95
Illinois,LaSalle County,54372,95
Illinois,Lawrence County,6688,95
Illinois,Lee County,16895,95
Illinois,Livingston County,5933,99
Illinois,Logan County,13117,99
Illinois,McDonough County,13084,94
Illinois,McHenry County,159365,95
Illinois,McLean County,89415,95
Illinois,Macon County,45131,99
Illinois,Macoupin County,24534,95
Illinois,Madison County,129785,95
Illinois,Marion County,18728,93
Illinois,Marshall County,6557,95
Illinois,Mason County,2476,99
Illinois,Massac County,6803,99
Illinois,Menard County,6516,95
Illinois,Mercer County,9326,95
Illinois,Monroe County,19258,95
Illinois,Montgomery County,14217,95
Illinois,Morgan County,16167,95
Illinois,Moultrie County,6879,95
Illinois,Ogle County,26350,95
Illinois,Peoria County,82264,99
Illinois,Perry County,10817,93
Illinois,Piatt County,9044,95
Illinois,Pike County,7690,99
Illinois,Pope County,2386,91
Illinois,Pulaski County,3260,81
Illinois,Putnam County,3345,99
Illinois,Randolph County,15565,95
Illinois,Richland County,7710,95
Illinois,Rock Island County,64602,95
Illinois,St. Clair County,121541,95
Illinois,Saline County,12471,89
Illinois,Sangamon County,108902,95
Illinois,Schuyler County,3908,99
Illinois,Scott County,2867,95
Illinois,Shelby County,11901,99
Illinois,Stark County,2999,95
Illinois,Stephenson County,21446,99
Illinois,Tazewell County,64441,95
Illinois,Union County,8896,99
Illinois,Vermilion County,33748,94
Illinois,Wabash County,5992,94
Illinois,Warren County,7792,95
Illinois,Washington County,8163,95
Illinois,Wayne County,9125,93
Illinois,White County,8055,92
Illinois,Whiteside County,27910,95
Illinois,Will County,328279,99
Illinois,Williamson County,31875,95
Illinois,Winnebago County,119319,95
Illinois,Woodford County,19789,95
Illinois,Cook Suburbs,1221698,95
Indiana,Adams County,14209,100
Indiana,Allen County,169082,100
Indiana,Bartholomew County,36235,100
Indiana,Benton County,4114,100
Indiana,Blackford County,5350,100
Indiana,Boone County,38520,100
Indiana,Brown County,8981,100
Indiana,Carroll County,9510,100
Indiana,Cass County,15198,100
Indiana,Clark County,57869,100
Indiana,Clay County,12267,100
Indiana,Clinton County,12949,100
Indiana,Crawford County,4944,100
Indiana,Daviess County,11954,100
Indiana,Dearborn County,25383,100
Indiana,Decatur County,12235,95
Indiana,DeKalb County,19628,100
Indiana,Delaware County,48191,100
Indiana,Dubois County,21770,100
Indiana,Elkhart County,74425,100
Indiana,Fayette County,10136,100
Indiana,Floyd County,41802,100
Indiana,Fountain County,7986,100
Indiana,Franklin County,12000,100
Indiana,Fulton County,9147,100
Indiana,Gibson County,16161,100
Indiana,Grant County,27159,100
Indiana,Greene County,14784,100
Indiana,Hamilton County,193999,100
Indiana,Hancock County,42911,100
Indiana,Harrison County,20236,100
Indiana,Hendricks County,88505,100
Indiana,Henry County,21160,100
Indiana,Howard County,40630,100
Indiana,Huntington County,17829,100
Indiana,Jackson County,19238,100
Indiana,Jasper County,15475,100
Indiana,Jay County,8461,100
Indiana,Jefferson County,14697,100
Indiana,Jennings County,12251,100
Indiana,Johnson County,77618,100
Indiana,Knox County,16011,100
Indiana,Kosciusko County,35787,100
Indiana,LaGrange County,10633,100
Indiana,Lake County,219956,100
Indiana,LaPorte County,49392,100
Indiana,Lawrence County,21025,100
Indiana,Madison County,51806,100
Indiana,Marion County,390854,100
Indiana,Marshall County,19927,100
Indiana,Martin County,5144,100
Indiana,Miami County,14473,100
Indiana,Monroe County,63151,100
Indiana,Montgomery County,17198,100
Indiana,Morgan County,36159,100
Indiana,Newton County,6591,100
Indiana,Noble County,19190,100
Indiana,Ohio County,3164,99
Indiana,Orange County,8832,100
Indiana,Owen County,9904,100
Indiana,Parke County,7011,100
Indiana,Perry County,8722,100
Indiana,Pike County,6220,100
Indiana,Porter County,86524,100
Indiana,Posey County,13236,100
Indiana,Pulaski County,5806,100
Indiana,Putnam County,16597,100
Indiana,Randolph County,11070,100
Indiana,Ripley County,14271,100
Indiana,Rush County,7932,100
Indiana,St. Joseph County,115238,100
Indiana,Scott County,10161,100
Indiana,Shelby County,19991,100
Indiana,Spencer County,10769,100
Indiana,Starke County,10290,100
Indiana,Steuben County,16162,100
Indiana,Sullivan County,8994,100
Indiana,Switzerland County,4154,100
Indiana,Tippecanoe County,71448,100
Indiana,Tipton County,8116,100
Indiana,Union County,3483,100
Indiana,Vanderburgh County,77662,100
Indiana,Vermillion County,7481,100
Indiana,Vigo County,43594,100
Indiana,Wabash County,14573,100
Indiana,Warren County,4472,100
Indiana,Warrick County,33829,100
Indiana,Washington County,12139,100
Indiana,Wayne County,27679,100
Indiana,Wells County,14050,100
Indiana,White County,11166,100
Indiana,Whitley County,17556,100
Iowa,Adair County,4184,100
Iowa,Adams County,2160,100
Iowa,Allamakee County,7462,100
Iowa,Appanoose County,6516,100
Iowa,Audubon County,3420,100
Iowa,Benton County,14642,100
Iowa,Black Hawk County,66593,100
Iowa,Boone County,15340,100
Iowa,Bremer County,14546,100
Iowa,Buchanan County,10774,100
Iowa,Buena Vista County,8167,100
Iowa,Butler County,8098,100
Iowa,Calhoun County,5258,100
Iowa,Carroll County,11335,100
Iowa,Cass County,7276,100
Iowa,Cedar County,10703,100
Iowa,Cerro Gordo County,24839,95
Iowa,Cherokee County,6518,100
Iowa,Chickasaw County,6631,100
Iowa,Clarke County,4670,100
Iowa,Clay County,8969,100
Iowa,Clayton County,9594,100
Iowa,Clinton County,24687,100
Iowa,Crawford County,7154,100
Iowa,Dallas County,56022,100
Iowa,Davis County,4102,100
Iowa,Decatur County,3804,100
Iowa,Delaware County,10003,100
Iowa,Des Moines County,19956,100
Iowa,Dickinson County,11244,100
Iowa,Dubuque County,53926,100
Iowa,Emmet County,4853,100
Iowa,Fayette County,10186,100
Iowa,Floyd County,8032,100
Iowa,Franklin County,5130,100
Iowa,Fremont County,3857,100
Iowa,Greene County,5057,100
Iowa,Grundy County,7276,100
Iowa,Guthrie County,6371,100
Iowa,Hamilton County,7943,100
Iowa,Hancock County,6172,100
Iowa,Hardin County,8989,100
Iowa,Harrison County,8155,100
Iowa,Henry County,9982,100
Iowa,Howard County,4951,99
Iowa,Humboldt County,5327,100
Iowa,Ida County,3849,100
Iowa,Iowa County,9742,100
Iowa,Jackson County,11135,100
Iowa,Jasper County,20184,100
Iowa,Jefferson County,8959,100
Iowa,Johnson County,83851,100
Iowa,Jones County,10989,100
Iowa,Keokuk County,5303,100
Iowa,Kossuth County,9090,100
Iowa,Lee County,16734,100
Iowa,Linn County,127458,100
Iowa,Louisa County,5332,100
Iowa,Lucas County,4630,100
Iowa,Lyon County,6863,100
Iowa,Madison County,9824,100
Iowa,Mahaska County,11404,100
Iowa,Marion County,19232,100
Iowa,Marshall County,18136,100
Iowa,Mills County,8268,100
Iowa,Mitchell County,5822,100
Iowa,Monona County,4728,100
Iowa,Monroe County,4088,100
Iowa,Montgomery County,5327,100
Iowa,Muscatine County,20671,100
Iowa,O'Brien County,7551,100
Iowa,Osceola County,3328,100
Iowa,Page County,7528,100
Iowa,Palo Alto County,4958,100
Iowa,Plymouth County,14188,100
Iowa,Pocahontas County,3823,100
Iowa,Polk County,258755,100
Iowa,Pottawattamie County,45744,100
Iowa,Poweshiek County,10140,100
Iowa,Ringgold County,2714,100
Iowa,Sac County,5535,100
Iowa,Scott County,92599,100
Iowa,Shelby County,6795,100
Iowa,Sioux County,19051,100
Iowa,Story County,51038,100
Iowa,Tama County,9048,100
Iowa,Taylor County,3249,100
Iowa,Union County,6185,100
Iowa,Van Buren County,3792,100
Iowa,Wapello County,15633,100
Iowa,Warren County,31039,100
Iowa,Washington County,11765,100
Iowa,Wayne County,3109,100
Iowa,Webster County,17822,100
Iowa,Winnebago County,5970,100
Iowa,Winneshiek County,12064,100
Iowa,Woodbury County,45362,100
Iowa,Worth County,4418,100
Iowa,Wright County,6254,100
Kansas,Allen County,7429,79
Kansas,Anderson County,3664,99
Kansas,Atchison County,362,99
Kansas,Barber County,2507,92
Kansas,Barton County,10891,99
Kansas,Bourbon County,6776,95
Kansas,Brown County,4377,95
Kansas,Butler County,31708,99
Kansas,Chase County,1484,95
Kansas,Chautauqua County,1768,92
Kansas,Cherokee County,8925,99
Kansas,Cheyenne County,1621,86
Kansas,Clark County,1156,91
Kansas,Clay County,4342,95
Kansas,Cloud County,4609,91
Kansas,Coffey County,4442,99
Kansas,Comanche County,1006,90
Kansas,Cowley County,13779,95
Kansas,Crawford County,15950,99
Kansas,Decatur County,1742,84
Kansas,Dickinson County,9158,99
Kansas,Doniphan County,3690,95
Kansas,Douglas County,56097,95
Kansas,Edwards County,1502,94
Kansas,Elk County,1484,91
Kansas,Ellis County,13323,99
Kansas,Ellsworth County,2939,95
Kansas,Finney County,11017,95
Kansas,Ford County,9068,95
Kansas,Franklin County,11912,95
Kansas,Geary County,8912,95
Kansas,Gove County,1572,91
Kansas,Graham County,1523,85
Kansas,Grant County,2591,95
Kansas,Gray County,2241,95
Kansas,Greeley County,761,83
Kansas,Greenwood County,3080,95
Kansas,Hamilton County,951,88
Kansas,Harper County,2796,94
Kansas,Harvey County,16719,99
Kansas,Haskell County,1514,91
Kansas,Hodgeman County,1205,86
Kansas,Jackson County,6422,99
Kansas,Jefferson County,9545,99
Kansas,Jewell County,1624,95
Kansas,Johnson County,340000,95
Kansas,Kearny County,1503,94
Kansas,Kingman County,3922,99
Kansas,Kiowa County,1298,88
Kansas,Labette County,8792,95
Kansas,Lane County,1006,88
Kansas,Leavenworth County,36000,95
Kansas,Lincoln County,1686,93
Kansas,Linn County,4398,99
Kansas,Logan County,1472,95
Kansas,Lyon County,13971,95
Kansas,McPherson County,14486,95
Kansas,Marion County,5890,99
Kansas,Marshall County,5020,99
Kansas,Meade County,1865,95
Kansas,Miami County,17079,95
Kansas,Mitchell County,3371,90
Kansas,Montgomery County,13460,95
Kansas,Morris County,2846,95
Kansas,Morton County,1386,84
Kansas,Nemaha County,5578,99
Kansas,Neosho County,7026,94
Kansas,Ness County,1484,99
Kansas,Norton County,2386,99
Kansas,Osage County,7883,99
Kansas,Osborne County,2090,91
Kansas,Ottawa County,3335,95
Kansas,Pawnee County,2886,94
Kansas,Phillips County,3278,84
Kansas,Pottawatomie County,18500,69
Kansas,Pratt County,4026,99
Kansas,Rawlins County,1674,89
Kansas,Reno County,27148,99
Kansas,Republic County,3053,87
Kansas,Rice County,4169,99
Kansas,Riley County,24116,95
Kansas,Rooks County,3054,87
Kansas,Rush County,1785,95
Kansas,Russell County,3409,99
Kansas,Saline County,23742,99
Kansas,Scott County,2302,99
Kansas,Sedgwick County,211443,95
Kansas,Seward County,5613,91
Kansas,Shawnee County,85621,95
Kansas,Sheridan County,1490,94
Kansas,Sherman County,2840,94
Kansas,Smith County,2215,94
Kansas,Stafford County,2156,94
Kansas,Stanton County,823,93
Kansas,Stevens County,2206,91
Kansas,Sumner County,10730,99
Kansas,Thomas County,3768,99
Kansas,Trego County,1794,89
Kansas,Wabaunsee County,3851,99
Kansas,Wallace County,907,90
Kansas,Washington County,2827,99
Kansas,Wichita County,1070,90
Kansas,Wilson County,4031,95
Kansas,Woodson County,1492,99
Kansas,Wyandotte County,56778,95
Kentucky,Adair County,8768,100
Kentucky,Allen County,9364,100
Kentucky,Anderson County,13254,100
Kentucky,Ballard County,4227,100
Kentucky,Barren County,20064,100
Kentucky,Bath County,5627,100
Kentucky,Bell County,10044,100
Kentucky,Boone County,66998,100
Kentucky,Bourbon County,9648,100
Kentucky,Boyd County,21755,100
Kentucky,Boyle County,14478,100
Kentucky,Bracken County,4246,100
Kentucky,Breathitt County,5661,100
Kentucky,Breckinridge County,10201,100
Kentucky,Bullitt County,41998,100
Kentucky,Butler County,6125,100
Kentucky,Caldwell County,6434,100
Kentucky,Calloway County,17475,100
Kentucky,Campbell County,48880,100
Kentucky,Carlisle County,2642,100
Kentucky,Carroll County,4136,100
Kentucky,Carter County,11586,100
Kentucky,Casey County,7295,100
Kentucky,Christian County,23863,100
Kentucky,Clark County,18139,100
Kentucky,Clay County,7591,100
Kentucky,Clinton County,4932,100
Kentucky,Crittenden County,4242,100
Kentucky,Cumberland County,3309,100
Kentucky,Daviess County,49287,100
Kentucky,Edmonson County,6132,100
Kentucky,Elliott County,2995,100
Kentucky,Estill County,6540,100
Kentucky,Fayette County,153150,100
Kentucky,Fleming County,7002,99
Kentucky,Floyd County,16353,100
Kentucky,Franklin County,26113,100
Kentucky,Fulton County,2426,100
Kentucky,Gallatin County,3849,100
Kentucky,Garrard County,8706,100
Kentucky,Grant County,11108,100
Kentucky,Graves County,17019,100
Kentucky,Grayson County,11985,100
Kentucky,Green County,5892,100
Kentucky,Greenup County,18176,100
Kentucky,Hancock County,4587,100
Kentucky,Hardin County,48949,100
Kentucky,Harlan County,10971,100
Kentucky,Harrison County,8859,100
Kentucky,Hart County,8370,100
Kentucky,Henderson County,20697,100
Kentucky,Henry County,8110,100
Kentucky,Hickman County,2199,100
Kentucky,Hopkins County,21512,100
Kentucky,Jackson County,6113,100
Kentucky,Jefferson County,386961,100
Kentucky,Jessamine County,26326,100
Kentucky,Johnson County,10192,100
Kentucky,Kenton County,82198,100
Kentucky,Knott County,6252,100
Kentucky,Knox County,13273,100
Kentucky,Larue County,7301,100
Kentucky,Laurel County,28136,100
Kentucky,Lawrence County,6955,100
Kentucky,Lee County,2801,100
Kentucky,Leslie County,4813,100
Kentucky,Letcher County,9135,100
Kentucky,Lewis County,5883,100
Kentucky,Lincoln County,10914,100
Kentucky,Livingston County,5004,100
Kentucky,Logan County,12350,100
Kentucky,Lyon County,4229,100
Kentucky,McCracken County,33557,100
Kentucky,McCreary County,6438,100
Kentucky,McLean County,4782,100
Kentucky,Madison County,44015,100
Kentucky,Magoffin County,5447,100
Kentucky,Marion County,8928,100
Kentucky,Marshall County,17607,100
Kentucky,Martin County,3930,100
Kentucky,Mason County,7958,100
Kentucky,Meade County,14113,100
Kentucky,Menifee County,3102,100
Kentucky,Mercer County,11735,100
Kentucky,Metcalfe County,5012,100
Kentucky,Monroe County,5330,100
Kentucky,Montgomery County,12842,100
Kentucky,Morgan County,5544,100
Kentucky,Muhlenberg County,14235,100
Kentucky,Nelson County,23256,100
Kentucky,Nicholas County,3396,100
Kentucky,Ohio County,11129,100
Kentucky,Oldham County,38066,100
Kentucky,Owen County,5458,100
Kentucky,Owsley County,1896,100
Kentucky,Pendleton County,6925,100
Kentucky,Perry County,10626,100
Kentucky,Pike County,25395,100
Kentucky,Powell County,5505,100
Kentucky,Pulaski County,31557,100
Kentucky,Robertson County,1146,100
Kentucky,Rockcastle County,7784,100
Kentucky,Rowan County,10065,100
Kentucky,Russell County,8955,100
Kentucky,Scott County,28967,100
Kentucky,Shelby County,23591,100
Kentucky,Simpson County,8732,100
Kentucky,Spencer County,11433,100
Kentucky,Taylor County,12517,100
Kentucky,Todd County,5363,100
Kentucky,Trigg County,7376,100
Kentucky,Trimble County,4320,100
Kentucky,Union County,6577,100
Kentucky,Warren County,55430,100
Kentucky,Washington County,6225,100
Kentucky,Wayne County,9240,100
Kentucky,Webster County,5993,100
Kentucky,Whitley County,15356,100
Kentucky,Wolfe County,2985,100
Kentucky,Woodford County,15249,100
Louisiana,Acadia Parish,28425,100
Louisiana,Allen Parish,9810,100
Louisiana,Ascension Parish,62325,100
Louisiana,Assumption Parish,11235,100
Louisiana,Avoyelles Parish,17292,100
Louisiana,Beauregard Parish,16357,100
Louisiana,Bienville Parish,7050,100
Louisiana,Bossier Parish,54655,100
Louisiana,Caddo Parish,104912,100
Louisiana,Calcasieu Parish,82663,100
Louisiana,Caldwell Parish,4762,100
Louisiana,Cameron Parish,4039,100
Louisiana,Catahoula Parish,4858,100
Louisiana,Claiborne Parish,6580,100
Louisiana,Concordia Parish,8828,100
Louisiana,De Soto Parish,14736,100
Louisiana,East Baton Rouge Parish,208182,100
Louisiana,East Carroll Parish,3036,100
Louisiana,East Feliciana Parish,10509,100
Louisiana,Evangeline Parish,15412,100
Louisiana,Franklin Parish,9720,100
Louisiana,Grant Parish,9392,100
Louisiana,Iberia Parish,32713,100
Louisiana,Iberville Parish,16719,100
Louisiana,Jackson Parish,7632,100
Louisiana,Jefferson Parish,193733,100
Louisiana,Jefferson Davis Parish,14841,100
Louisiana,Lafayette Parish,114521,100
Louisiana,Lafourche Parish,45388,100
Louisiana,LaSalle Parish,7077,100
Louisiana,Lincoln Parish,19275,100
Louisiana,Livingston Parish,65230,100
Louisiana,Madison Parish,4670,100
Louisiana,Morehouse Parish,11574,100
Louisiana,Natchitoches Parish,16554,100
Louisiana,Orleans Parish,177819,100
Louisiana,Ouachita Parish,69166,100
Louisiana,Plaquemines Parish,11014,100
Louisiana,Pointe Coupee Parish,12371,100
Louisiana,Rapides Parish,58865,100
Louisiana,Red River Parish,4132,100
Louisiana,Richland Parish,9940,100
Louisiana,Sabine Parish,10596,100
Louisiana,St. Bernard Parish,17650,100
Louisiana,St. Charles Parish,28517,100
Louisiana,St. Helena Parish,6158,100
Louisiana,St. James Parish,12590,100
Louisiana,St. John the Baptist Parish,21432,100
Louisiana,St. Landry Parish,41154,100
Louisiana,St. Martin Parish,27038,100
Louisiana,St. Mary Parish,23186,100
Louisiana,St. Tammany Parish,140110,100
Louisiana,Tangipahoa Parish,57661,100
